,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify
502,trimbakeshwar society,750,2    ,2,2021-03-14, Abasaheb Raikar Nagar
503,Sancheti Belcastel,648,2    ,2,2021-03-14, Keshav Nagar
504,Nirmala Devi Heights,531,1    ,1,2021-03-14, Rahatani
505,Dalecon Elite Abodeh,10010,2    ,2,2021-03-14, Lohegaon
507,Nirmala Devi Heights,520,1    ,1,2021-03-14, Rahatani
508,Vishal Amrit,1100,3    ,2,2021-03-14, Tingre Nagar
509,Saraswati Apartment,450,1    ,1,2021-03-14, Guruvar Peth
510,Lelaai Nest,667,1    ,1,2021-03-14, Bhairav Nagar
511,Magarpatta Heliconia,600,1    ,2,2021-03-14, Magarpatta
512,Shivalay apartament ramnagar,900,2    ,2,2021-03-14, Balewadi
513,Parth,820,2    ,2,2021-03-14, Balewadi
514,BA Vermont,913,2    ,2,2021-03-14, Wagholi
515,Whispering Wind,1100,2    ,2,2021-03-14, Baner Pashan Link Road
516,Nisarg Renuka Akruti,800,2    ,2,2021-03-14, Shankar Kalat Nagar
517,Prayeja City,650,1    ,1,2021-03-14, Nandel Fata
519,Karan Ceto,850,2    ,3,2021-03-14, Vadgaon Sheri
520,Amanora Trendy Homes,1070,3    ,2,2021-03-14, Hadapsar
522,Aditya Shagun Nisarg Palm,1405,3    ,3,2021-03-14, Bavdhan
523,Ganesh Prakalp,550,1    ,1,2021-03-14, Shivtirth Nagar
524,Majestique Magnum,873,2    ,2,2021-03-14, Pisoli
526,Tapodham Society,800,1    ,1,2021-03-14, Warje
527,Melange Residence,1225,3    ,3,2021-03-14, Phase-3 Hinjewadi
529,manomay villa,1200,2    ,1,2021-03-14, Thergaon
530,Bholeshwar colony,450,1   ,1,2021-03-14, Chinchwade nagar Chinchwad Gaon
531,Chidanand Heights,830,2    ,2,2021-03-14, Narhe
532,Siddhivihar,630,1    ,1,2021-03-14, Gadital
533,Manmay villa,2400,1    ,1,2021-03-14, Thergaon
534,Xrbia Hinjewadi,587,2    ,2,2021-03-14, Hinjewadi
535,Venkatesh Graffiti,399,1    ,1,2021-03-14, Keshav Nagar
536,SOBA MANSION,750,2    ,1,2021-03-14, Erandwana Gaothan
538,Mirchandani Palms,1650,3    ,3,2021-03-14, Pimple Saudagar
539,Yashganga Residency,560,1    ,1,2021-03-14, Wadgaon Budruk
540,Kashikapdi Puram,530,1    ,1,2021-03-14, Kothrud
541,Lake shire,600,1    ,1,2021-03-14, Jambhulwadi
542,Marigold Co Hsg Soc,575,1    ,1,2021-03-14, Hingne Budrukh
543,Sunshine Hills 2,473,2    ,2,2021-03-14, Pisoli
544,Gagan Vihar,965,2    ,2,2021-03-14, Market yard
545,DNV Elite Homes,900,2    ,2,2021-03-14, Tathawade
546,Manjri Green Woods,1200,3    ,2,2021-03-14, Manjri
547,Lotus Grace,925,2    ,2,2021-03-14, Dhanori
548,Kumar park insinia,925,2    ,2,2021-03-14, Bhekrai Nagar
550,Goel Ganga Queens Gate,1068,2    ,2,2021-03-14, B.T Kawade Road
551,Clover Acropolis,1530,3    ,3,2021-03-14, Viman Nagar
552,Sriram Darshan Co.Op Hsg Soc.,680,2    ,2,2021-03-14, Morevasti
553,Goel Ganga Aashiyana,950,2    ,2,2021-03-14, Chinchwad
554,Gera North Apartment,1587,3    ,3,2021-03-14, Kharadi
555,Krishna Vrundavan,850,2    ,2,2021-03-14, Vatan Nagar
556,Kothari Star Gaze,910,2    ,2,2021-03-14, Madhav Nagar
557,Srushti Plaza,540,1    ,1,2021-03-14, Parande Nagar
558,TCG The Cliff Garden,800,2    ,2,2021-03-14, Phase-3 Hinjewadi
559,S V Constructions,500,1    ,1,2021-03-14, Loni Kalbhor
561,Popular Giridhar Nagar,3500,3    ,2,2021-03-14, Giridhar Nagar
562,Ganga Village,620,1    ,1,2021-03-14, Hadapsar
563,Govind Urja,775,2    ,2,2021-03-14, Somwar Peth
564,True Value Car Showroom,1000,2    ,2,2021-03-14, Siddharth Nagar
566,Dwaraka Flora phase 1,700,2    ,2,2021-03-14, Shiv Sai Lane
567,Niljyoti Society,950,2    ,1,2021-03-14, Gokhale Nagar
568,Pride World City,1020,2    ,2,2021-03-14, Dhanori
569,Yashraj Avenue,579,1    ,1,2021-03-14, Bhekrai Nagar
570,Pandurang Shinde,500,1    ,1,2021-03-14, Bopkhel
571,"Keahav Nagar, Mundhwa",550,1    ,1,2021-03-14, Keshav Nagar
572,Anshul Shree Hans Garden,801,2    ,2,2021-03-13, Madhav Nagar
573,Amanora Park Town,1256,3    ,3,2021-03-13, Hadapsar
574,"Sai Nagari, Keshav Nagar, Mundhwa",530,1    ,1,2021-03-13," Keshav Nagar, Mundhwa"
575,Swapnalok Apartment,800,2    ,2,2021-03-13, Wakad
577,Vascon Xotech,900,2    ,2,2021-03-13, Hinjewadi Phase 1
578,TCG The Cliff Garden,454,1    ,1,2021-03-13, Phase-3 Hinjewadi
579,Unique Lifestyle,962,2    ,2,2021-03-13, Wagholi
580,Oneness Residency,370,1    ,1,2021-03-13, Manajinagar Narhe
582,Pioneer Golden Bells,940,2    ,2,2021-03-13," Ganesh Nagar , Bopkhel"
583,Monika Garden View,850,2    ,2,2021-03-13, Pimpri
584,Shivneri Society,700,1    ,1,2021-03-13, Dighi
585,Casa Imperia,999,2    ,2,2021-03-13, Bhujbal Vasti
586,Geras Adara,450,1    ,1,2021-03-13, Hinjewadi
587,Tulsi Arcade,900,2    ,2,2021-03-13, Chikhali
589,Aayush Park,551,1    ,1,2021-03-13, Varale
591,Amanora Future Towers,788,1    ,1,2021-03-13, Hadapsar
592,Rashmiraj apartment,1300,2    ,2,2021-03-13, Shivaji Nagar
593,Navjeevan Sundarban,900,2    ,2,2021-03-13, Bhumkar Nagar
594,Shree Mangal Pearl,1050,2    ,2,2021-03-13, Thite Nagar
595,38 B Majestique,680,1    ,1,2021-03-13, Mohamadwadi
596,Gagan Utopia,1107,2    ,2,2021-03-13, Keshav Nagar
597,Ashirwad Building,900,2    ,2,2021-03-13, Bharati Vidyapeeth
598,Nirmiti Primrose,488,1    ,1,2021-03-13, Baner
599,Tirupati Angan,465,1    ,1,2021-03-13, Bhairav Nagar
600,NSG Royal One,850,2    ,2,2021-03-13, Pimple Nilakh
602,"Thergaon, Ganesh Nagar",625,1    ,1,2021-03-13, Dange Chowk
603,SKYi Manas Lake,880,2    ,2,2021-03-13, Bhukum
605,Prasiddhi Shruti Pushp,845,2    ,2,2021-03-13, Kiwale
606,Tanishq Society,910,2    ,2,2021-03-13, Kharadi
607,Xrbia Hinjewadi,904,3    ,2,2021-03-13, Hinjewadi
609,Brahma Baug,950,2    ,2,2021-03-13, Croma
610,Yashshree Apartment,650,1    ,1,2021-03-13, Vishrantwadi
611,Wageshwar Society,700,1    ,1,2021-03-13, Wageshwar Nagar
613,Bhama Golden Nest,630,1    ,1,2021-03-13, Handewadi
615,Wadhwani Sai Shree,1035,2    ,2,2021-03-13, Pimple Saudagar
617,Sai Puja Baugh,980,2    ,2,2021-03-13, Akurdi
618,Avon Apartment,1100,2    ,2,2021-03-13," Pancard club Road, Baner"
619,Amanora,1070,2    ,2,2021-03-13, Magarpatta
620,Sai Balaji Heights,600,1    ,2,2021-03-13, Hinjewadi Phase 1
621,"Ganraj appartment,mula nagar,old sangvi",850,1    ,1,2021-03-13, Mula nagar
622,Kumar Pebble Park,1050,2    ,2,2021-03-13, Satar Nagar
623,Arihant Complex,750,1    ,1,2021-03-13, Vadgaon Sheri
625,GK Palacio,623,1    ,1,2021-03-13, Moshi
626,Venkateshwara The Ridges,7500,4    ,5,2021-03-13, Bhugaon
627,Satyaraj Classic,550,1    ,1,2021-03-13, Shukravar Peth
630,Venkatesh Residency,900,2    ,2,2021-03-13, Pashan-Sus Road
632,Rohan Abhilasha,900,2    ,2,2021-03-13, Wagholi
633,Kasturba Housing Society,560,1    ,1,2021-03-13, Vishrantwadi
634,Horizons At Wakad Phase 2,1026,2    ,2,2021-03-13, Shankar Kalat Nagar
635,DURWANKUR HEIGHTS,787,2    ,1,2021-03-13, Ambegaon Pathar
636,"Upasana Bhavan, Dange Chowk",600,1    ,1,2021-03-13, Thergaon
637,Puraniks Aldea,1018,3    ,3,2021-03-13, Baner
638,Saarrthi Sinclair Homes,833,2    ,1,2021-03-13, Warje Malwadi
639,Sector no. 28,600,1    ,1,2021-03-13, Sector No-28 Pradhikaran
640,Ganaraj Colony No. 2,650,1    ,1,2021-03-13, Bhosari
641,Star Residency,520,1    ,1,2021-03-13," Anand Nagar , Keshavnagar, Mundhwa, Pune 411036"
642,Shinde Plaza,594,1    ,1,2021-03-13, Ambegaon
643,Winterberry Purple,1544,3    ,3,2021-03-13, Koregaon Park
644,Madhuban Society,1000,2    ,2,2021-03-13, Vishrantwadi
645,Ragvendranagar Soc,750,1    ,1,2021-03-13, Chandan Nagar
646,Laxmideep Society,965,2    ,2,2021-03-13, Wakad
647,Om Golden Palms,630,1    ,1,2021-03-13, Wakad
648,Giriraj Heights,980,1    ,1,2021-03-13, Dighi
649,Unicorn Nisarg Belrose,459,2    ,2,2021-03-13, Wakad
650,Indraprasth Society,516,1    ,1,2021-03-13, Dhanori
652,Mittal Sun Sapphire,1065,2    ,2,2021-03-13, Hadapsar
653,Shubhankar CHS,530,1    ,1,2021-03-13, Tingre Nagar
654,Amar Deep,650,2    ,2,2021-03-13, Hadapsar Gaon
655,Shivam Majestica,623,2    ,2,2021-03-13, Swami Vivekanand Nagar
656,Giridhar Oasis,1700,3    ,3,2021-03-13, Thite Nagar
658,Shreeram Lotus,850,2    ,2,2021-03-13, Lohegaon
659,Majestique City,944,2    ,2,2021-03-13, Wagholi
661,Fortune East Society,1500,3    ,3,2021-03-13, Kharadi
662,Goel Ganga Nebula,1700,3    ,3,2021-03-13, Viman Nagar
663,Wadhwani Sai Saheb,1050,2    ,2,2021-03-13, Pimple Saudagar
665,Vihana Apartment Mundhwa,630,1    ,1,2021-03-13, Mundhwa
666,Blueridge,1731,3    ,3,2021-03-13, Hinjewadi Phase 1
667,Saidatta Apartment,700,2    ,1,2021-03-13, Dighi
669,Ashish Apartment,600,2    ,1,2021-03-13, Nimbaj Nagar
670,JCD Park,6001,1    ,1,2021-03-13, Pratik Nagar
671,Malhar Market Apartment,925,2    ,2,2021-03-13, Hadapsar Gaon
672,33 Keshavkunj,1250,2    ,2,2021-03-13, Keshav Nagar
674,"D-1 2, Raksha lekha society,",995,2    ,2,2021-03-13, Ganesh Mala
675,Utsav Residency,960,2    ,2,2021-03-13, Kalubai Nagar
677,Shreeniwas Apartment,730,2    ,2,2021-03-13, Dattawadi
678,Balajinagar lane.no 2,550,1    ,1,2021-03-13, Near Stella Maris School
679,Whistling Palms,1100,2    ,2,2021-03-13, Kaspate Vasti
680,SAI RAJ Residency,580,1    ,1,2021-03-13, Pimple Gurav
681,KFP Chesterfield,400,1    ,1,2021-03-13, Dhanori
682,KRISHNA CHAITANYA,424,1    ,1,2021-03-13, Nandini Takle Nagar
683,Rohan Abhilasha,1400,3    ,3,2021-03-13, Wagholi
684,Vaishnavi Sahil Vighnesh Residency,1104,2    ,2,2021-03-13, Wakad
685,Bhactgan HSG So,800,2    ,1,2021-03-13, Gokhale Nagar
686,Suyog Nisarg,978,2    ,2,2021-03-13, Wagholi
687,samrudi complex,450,1    ,1,2021-03-13, Dhanori
688,Vaishnavi Sahil Vighnesh Residency,1104,2    ,2,2021-03-13, Wakad
690,Gini Bellissimo,690,2    ,2,2021-03-13, Dhanori
691,Heliconia,650,1    ,1,2021-03-13, Heliconia Magsrpatta City
692,MAHADA COLONY,1000,2    ,1,2021-03-13, Viman Nagar
693,Devi indrayni Society,1110,2    ,2,2021-03-13, Devi Indrayani Talawade
694,Rohan Nilay,875,2    ,2,2021-03-13, Aundh
695,Mount Vert,1050,2    ,2,2021-03-13, Aundh
696,Shri Rosewood Park,575,1    ,1,2021-03-13, Wagholi
697,Aditya Shagun Mall,1800,2    ,2,2021-03-13, Bavdhan
698,Rohan Nilay,1100,2    ,2,2021-03-13, Aundh
699,JD Shubharambh,918,2    ,2,2021-03-13, Wagholi
701,GK Jarvari,980,2    ,2,2021-03-13, Pimple Saudagar
702,Sai Nagari Society,850,2    ,1,2021-03-13, Chandan Nagar
703,Dreams Aakruti apartment,500,1    ,1,2021-03-13, Kale Padal
704,Laxmi Township,600,1    ,2,2021-03-13, Kalas Area
705,Kolte Patil Western Avenue,957,2    ,2,2021-03-13, Wakad
706,Alpine Aura,845,2    ,2,2021-03-13, Bankar Vasti
707,Shyama Heights,800,2    ,2,2021-03-13, Chinchwad
709,Oxford Florida Watercolor,1158,2    ,2,2021-03-13, Keshav Nagar
710,Monica Corner,540,1    ,1,2021-03-13, Hadapsar
711,Bramhacorp F Residences,1575,3    ,3,2021-03-13, Kalyani Nagar
712,Vascon Forest County 2,2020,3    ,4,2021-03-13, Kharadi
713,Gandhi Bafna Ayaan,660,2    ,2,2021-03-13, Wagholi
714,Casa7,962,2    ,2,2021-03-13, Thergaon
715,Kalpataru Serenity,980,2    ,2,2021-03-13, Manjri
717,Sadguru Park,600,1    ,1,2021-03-13, Katrajnagar
718,Kolte Patil Life Republic,600,1    ,1,2021-03-13, Hinjewadi
719,Shiv Malhar Apartment,570,1    ,1,2021-03-13, Dhayari
720,Kute Fortune mamurdi,850,2    ,2,2021-03-13, Mamurdi
721,Jay Jayanti,800,1    ,1,2021-03-13, Pimple Saudagar
722,JAYJAYANTI RESIDANCY,900,1    ,1,2021-03-13, Pimple Saudagar
725,yash residency,650,1    ,1,2021-03-13, Eon Free Zone
726,Bhama Golden Nest,1200,2    ,2,2021-03-13, Handewadi
727,Krishna Garden,578,1    ,1,2021-03-13, Kalewadi
729,Omega Paradise Phase 2,1350,3    ,3,2021-03-13, Wakad
730,Shri Balaji Nirjara Park,900,2    ,2,2021-03-13, Rahatani
731,Skf Colony,850,2    ,1,2021-03-13, Chinchwad
732,Siddharth park,1150,2    ,1,2021-03-13, Kothrud
733,Riviera Apartments,800,1    ,2,2021-03-13, Wanwadi
734,Studio Apartment (1H),410,1    ,1,2021-03-13, Amanora Hadapsar
735,JD Shubharambh,925,2    ,2,2021-03-13, Wagholi
736,Bramha Sky City,961,2    ,2,2021-03-13, Dhanori
737,gulmohar orchids,1109,2    ,2,2021-03-13, Rakshak Nagar
739,Choice Goodwill Orchids,850,2    ,2,2021-03-13, Madhav Nagar
740,Swaraaj Avenue,655,1    ,1,2021-03-13, Ravet
741,Shakambhari Niwas,600,1    ,1,2021-03-13, Warje
742,Royal Oak,580,2    ,2,2021-03-13, Wakad
743,Wadhwani Sai Prem Park,1040,2    ,2,2021-03-13, Pimple Saudagar
744,"Shiv Amrut Housing soc, bhusari col",950,1    ,1,2021-03-13, Bhusari Colony
745,Dnyanesh Housing Society,500,1    ,1,2021-03-13, Warje
746,Neeha Enterprises,600,1    ,1,2021-03-13, Heaven Park Mohammad Wadi Khind Road Survey No.47
747,Devraj Complex,610,1    ,1,2021-03-13, Ambegaon Budruk
748,Silver Oak,940,2    ,2,2021-03-13, Ravet
749,Shreyas Clementine,850,2    ,2,2021-03-13, Yerwada
750,Megapolis Sangria Towers,1495,3    ,3,2021-03-13, Hinjewadi
752,Trish Manor Building,324,1    ,2,2021-03-13, Kondhwa Kausarbaug
753,Poorvarang Apartments,620,1    ,1,2021-03-13, Warje
754,Rohan Abhilasha,939,2    ,2,2021-03-13, Wagholi
755,MP 64 Green Meadows,960,2    ,2,2021-03-13, Marunji
756,Clover Court,905,2    ,2,2021-03-12, Bund Garden
757,Cozy nest,1400,3    ,3,2021-03-12, Bhusari Colony
758,Megapolis Sangria Towers,1124,2    ,2,2021-03-12, Hinjewadi
760,Citadel Enclave Ghorpadi,650,1    ,2,2021-03-12, Ghorpadi
762,Pegasus Megapolis Mystic,1232,2    ,2,2021-03-12, Phase-3 Hinjewadi
763,Kute Fortune mamurdi,807,2    ,2,2021-03-12, Mamurdi
764,Samarthshree Vanashree Apartments,350,1    ,1,2021-03-12, Bavdhan
765,Sidhivinayak Vihar,480,1    ,1,2021-03-12, Satar Nagar
766,Sai Raj Heights,1150,2    ,2,2021-03-12, Punawale
767,Equilife Homes,1030,2    ,2,2021-03-12, Balewadi
768,CENTRAL APARTMENTS CONVENT SREET,906,2    ,2,2021-03-12, CONVENT STREET
769,Equilife Homes,1050,2    ,2,2021-03-12, Balewadi
770,Mantra IRA,1050,2    ,2,2021-03-12, Undri
771,"sushila apartment,",550,1    ,1,2021-03-12, Bibwewadi
772,Sri Balaji Heights Ambegaon Bk,690,1    ,1,2021-03-12, Bharati Vidyapeeth
773,Royal shell,1200,3    ,3,2021-03-12, Akurdi
774,Roma Galaxy,893,2    ,2,2021-03-12, Pimple Saudagar
775,Devi link Apartment,650,1    ,1,2021-03-12, Pimpri Chinchwad
777,Aone Nakshatra,622,1    ,1,2021-03-12, Narhe
778,Sanas Corner,650,2    ,1,2021-03-12, Koregaon Park
779,Shivtirth niwas sr no 9/1,350,1    ,1,2021-03-12, Near shitaladevi mandir
780,Oxy Ultima,950,2    ,2,2021-03-12, Kesnand
781,Sai Park,500,1    ,1,2021-03-12, Dighi
782,Yashwin Royal,630,2    ,2,2021-03-12, Narhe
783,Balaji Mesmero,1230,2    ,2,2021-03-12, Lohegaon
784,Goel Ganga Orchard,1070,2    ,2,2021-03-12, Koregaon Park Annexe
786,Goel Ganga Niwas,650,2    ,2,2021-03-12, Munjaba Vasti
787,Sita Residancy Akurdi,475,1    ,1,2021-03-12, Nigdi
788,Avishkar Pavilion Regency,10000,1    ,1,2021-03-12, Mahalunge
789,Khandave Heights,550,1    ,1,2021-03-12, Mahalunge
790,Sai Anand,580,1    ,1,2021-03-12, Dhanori
791,Ashirwad,750,1    ,1,2021-03-12, Swami Samarth Nagar
793,Eiffel City,750,2    ,2,2021-03-12, Chakan
794,manyata residence,585,1    ,1,2021-03-12, Wadgaon Budruk
795,Sanket Residency,620,1    ,2,2021-03-12, Patil Nagar
796,Laxmi Township,585,1    ,1,2021-03-12, Kalas Area
797,Yash Platinum,702,1    ,1,2021-03-12, Dhayari
798,Madhav Park,800,2    ,1,2021-03-12, Kothrud
800,Atul Alcove,1178,3    ,2,2021-03-12, Pimple Saudagar
801,Gauree Space Star Woods,915,2    ,2,2021-03-12, Wakad
802,Excel Corner,640,1    ,1,2021-03-12, Guruvar Peth
803,Sudarshan Paradise,731,2    ,2,2021-03-12, Pimple Nilakh
804,Biru Smurti,420,1    ,1,2021-03-12, Dange Chowk
805,Gk Sliverland Residency Phase III,555,1    ,2,2021-03-12, Ravet
806,Shinde nagar line no2 ganraj apartment,1100,1    ,1,2021-03-12, Near tulja bhavani mandir old sangvi
807,Sadguru Residency,675,1    ,1,2021-03-12, Ambegaon Budruk
808,Puranik Aldea Espanola,1100,3    ,3,2021-03-12, Mahalunge
809,Neo City,910,2    ,2,2021-03-12, Wagholi
810,Samarth Angan,675,1    ,1,2021-03-12, Kolhewadi
811,Marvel Azure,1768,3    ,3,2021-03-12, Magarpatta
812,Gagangiri Sadan,968,2    ,2,2021-03-12, Punawale
813,Viva Hallmark,1400,3    ,2,2021-03-12, Patil Nagar
815,PG Square,450,1    ,1,2021-03-12, Wakad
816,shivshakti heights,550,1    ,1,2021-03-12, Narhe
817,Shree Hans Avenue,578,1    ,1,2021-03-12, Tingre Nagar
820,Sai Santosh Park,700,2    ,1,2021-03-12, Pimpri
821,Abhinav The One,1044,2    ,2,2021-03-12, Bhugaon
822,Gulnmohar Queenstown,1075,2    ,2,2021-03-12, Kharadi
823,Montvert Finesse CHS,1600,3    ,3,2021-03-12, Opp. HDFC Bank
824,Triaa Hillome,945,2    ,2,2021-03-12, Lohegaon
825,Marvel Azure,1670,3    ,3,2021-03-12, Magarpatta
826,Marvel Ganga Fria Phase 1,1660,3    ,3,2021-03-12, Wagholi
827,Ranakpur Darshan,525,1    ,1,2021-03-12, Shanti Nagar
828,Sukh dhan niwas,500,1    ,1,2021-03-12, Sangamvadi
829,Amanora Park Town,450,1    ,1,2021-03-12, Hadapsar
830,Mantra IRA,987,2    ,2,2021-03-12, Undri
831,AWHO Vijay Vihar,1775,3    ,3,2021-03-12, Wagholi
832,Central Apartmnts,1000,2    ,2,2021-03-12, Pune Cantonment
833,Shivkailas Kute Fortune,807,2    ,2,2021-03-12, Ravet
834,Sirocco Grande,1350,3    ,3,2021-03-12, Punawale
835,Manmandir Society,150,1   ,1,2021-03-12, Rahatani
836,Tushar Housing Society,550,1    ,1,2021-03-12, Dhole Patil Road
838,Sancheti Belcastel,674,1    ,1,2021-03-12, Keshav Nagar
842,Parimal Garden,525,1    ,1,2021-03-12, Anand Nagar
844,Tejaswini Housing Society,650,1    ,1,2021-03-12, Aundh
845,Kumar Palmcrest,990,2    ,2,2021-03-12, Pisoli
846,Al Sakab House,550,1    ,1,2021-03-12, Kondhwa Khurd
848,Shiv Shakti Heights,549,1    ,1,2021-03-12, Narhe
849,Balaji Krushna Kunj Society,850,2    ,2,2021-03-12, Manjri BK
850,Saheels Calysta,989,2    ,2,2021-03-12, Kaspate Vasti
851,10 Vrindavan Phase 2,1100,1    ,1,2021-03-12, Dhanori
852,Sarovar Residency talegaon,850,2    ,2,2021-03-12, Rajgurav Colony
854,Akshar Valencia,1750,2    ,2,2021-03-12, Wagholi
855,TCG The Cliff Garden,758,2    ,2,2021-03-12, Phase-3 Hinjewadi
856,KK Anjelica  Rahatni Kokane chowk,958,2    ,2,2021-03-12, Rahatni
857,Sai gold orchid,852,2    ,2,2021-03-12, Keshav Nagar
858,Shubh Aashray,750,2    ,1,2021-03-12, Lohegaon
859,Goodwill Meadows,473,1    ,2,2021-03-12, Lohegaon
860,Shalini Residency,858,2    ,2,2021-03-12, Katraj
861,State Bank Nagar Co Operative Housing Society,650,1    ,1,2021-03-12, Bibwewadi
862,SR Om Paradise,710,2    ,2,2021-03-12, Sus
864,sai residency,1100,2    ,1,2021-03-12, Katraj
865,Pratik Nagar,495,1    ,1,2021-03-12, Yerwada
866,Kool Homes Rising Landscapes,1030,2    ,2,2021-03-12, NIBM
867,Aaple Ghar Society,1000,3    ,2,2021-03-12, Kharadi
869,Polite,870,2    ,2,2021-03-12, Pimpri Chinchwad
870,Mantra Majestica,931,2    ,2,2021-03-12, Sasane Nagar
873,Soba Optima,900,2    ,2,2021-03-12, Anand Nagar
876,ARV Royale,972,2    ,2,2021-03-12, Hadapsar
877,Ace Augusta,800,2    ,2,2021-03-12, Hinjewadi
878,Amanora Future Towers,1993,3    ,3,2021-03-12, Hadapsar
880,The Leaf,961,2    ,2,2021-03-12, Yewalewadi
882,"Tapodham Parisar, Lane No 4,",750,1    ,2,2021-03-12," Warje, Near Jijaai Garden"
884,Trimurti Palace,611,1    ,1,2021-03-12, Narhe
885,Vidya Vihar Society,600,1    ,1,2021-03-12, Hadapsar
886,On Request,520,1    ,1,2021-03-12, Bibwewadi
888,Silver Apartment,680,1    ,1,2021-03-12, Hadapsar
889,Atul Alcove,1400,2    ,2,2021-03-12, Pimple Saudagar
890,Radhai Nagari Apartment,1000,2    ,2,2021-03-12, Pimple Saudagar
891,Kumar Pebble Park,960,2    ,2,2021-03-12, Hadapsar
892,Dhanashree Aashiyana,1100,2    ,2,2021-03-12, Mohamadwadi
893,Paranjape Gloria Grace,1500,3    ,3,2021-03-12, Pranjali Patil Nagar
894,Sai Ganga Housing Society Undri,620,1    ,1,2021-03-12, Undri
895,Nivasa Umang,795,2    ,2,2021-03-12, Kondhwa Budruk
896,Dheeraj Jade Residences,1180,3    ,3,2021-03-12, Wagholi
898,Sughosh Apartment,500,1    ,1,2021-03-12, Gokul Nagar
899,Swami Samarth Height,315,1    ,1,2021-03-12, Lohegaon
901,Barkat Apartment,420,1    ,2,2021-03-12, Wanowrie
903,Manik Complex,650,1    ,1,2021-03-12, Pratibha Nagar
904,Manik Complex,650,1    ,1,2021-03-12, Pratibha Nagar
905,Alcon Rethos,629,2    ,2,2021-03-12, Kharadi
907,Kuber Park,312,1    ,1,2021-03-12," Lohagaon,D Y PATIL ROAD"
908,Prabhudarshan appartment,850,1    ,1,2021-03-12," Kadolkar colony, Talegaon Dabhade"
910,Ganga Village,575,1    ,1,2021-03-12, Hadapsar
912,Saidatta Residency,1850,3    ,3,2021-03-12, Baner
913,Shyama Heritage,574,1    ,1,2021-03-12, Chinchwad
915,Villa,1000,1    ,1,2021-03-12, Jai Bhavani Nagar
916,Aishwaryam Ventures,900,2    ,2,2021-03-12, Akurdi
918,PP Moraya Heights,1050,1    ,1,2021-03-12, Warje
919,kudale plaza,450,1    ,1,2021-03-12, Vadgaon Budruk
920,kudale Patil plaza,650,1    ,1,2021-03-12, Wadgaon Budruk
921,On Request,430,1    ,1,2021-03-12, Talajai Pathar
923,Kalapi Aster,970,2    ,2,2021-03-12, Pisoli
924,SKYi Star Towers,754,2    ,2,2021-03-12, Bhukum
925,Hamy Park,571,1    ,1,2021-03-12, Katraj
926,Onnyyx Sai Villa,400,1    ,1,2021-03-12, Vadgaon Sheri
927,Nyati Elysia,826,2    ,2,2021-03-12, Kharadi
928,Nyati Eternity,1466,3    ,2,2021-03-12, NIBM
929,Avnee Optima Heights,850,2    ,2,2021-03-12, Kesnand
930,Venkateshwara Plaza,2000,1    ,1,2021-03-12, Newale Wasti
931,Venkateshwara Plaza,350,1    ,1,2021-03-12, Newale Wasti
932,Duville Riverdale Heights,737,2    ,2,2021-03-12, Kharadi
933,"Akashgaga, sagamwadi",780,1    ,1,2021-03-12, Extention of D.P.rd
934,ABC Agarwal Garden,1200,2    ,2,2021-03-12, Nigdi
935,Vijay Residency,836,2    ,2,2021-03-12, Keshav Nagar
936,Kamalraj Parijat,900,2    ,2,2021-03-12, Dighi
937,High Mont,1195,2    ,2,2021-03-12, Hinjewadi Phase 2
938,Chaitanya Nagari,640,1    ,1,2021-03-12, Warje
939,LIG Colony,650,2    ,1,2021-03-12, Sector-25 Pradhikaran
940,Kolte Patil Mount Castle,1020,2    ,2,2021-03-12, Wagholi
942,Independent Home,350,1    ,1,2021-03-12, Near sangamwadi parking 2
943,Gurusmruti Hsg Society,890,2    ,2,2021-03-12, Sector-29 Ravet
944,J D Crystal,950,2    ,2,2021-03-12, Kutwal Colony
945,Om Sidhi,2000,1    ,1,2021-03-11, Nana Nagar
948,Dreams Lynnea,915,2    ,2,2021-03-11, Wagholi
949,Windsor Maple Woodz,662,2    ,2,2021-03-11, Wagholi
950,"Ganesh Bag, Manik bag,",730,2    ,1,2021-03-11, Sinhgad Road
951,Ghawate wasti Sai shiv park S.No 146,850,2    ,2,2021-03-11, Near nagawade dairy
952,Nimhan Vedant Residency,554,1    ,1,2021-03-11, Sus
953,Tulsi Arcade,3500,2    ,1,2021-03-11, Chikhali
954,Vishwanath Lokpriya Nagri,600,1    ,1,2021-03-11, Vishrantwadi
955,Laxmi Garden,650,1    ,1,2021-03-11, Shivane
956,DivyaJyoti Arcade,700,1    ,1,2021-03-11, Bhekrai Nagar
957,Gardenia phase-1,850,2    ,2,2021-03-11, Wadgaon Sheri Bus stand
958,Shri Nagari Society,485,1    ,1,2021-03-11, Hadapsar
959,Florista County Handewadi Road Hadapsar,790,2    ,2,2021-03-11, Satav Nagar
960,Lodha Belmondo,705,1    ,1,2021-03-11, Pune Mumbai Highway
961,Paranjape Blue Ridge,445,1    ,1,2021-03-11, Hinjewadi
962,Sidhi Moraya Residency,610,1    ,1,2021-03-11, Hinjewadi Phase 1
963,Anandi Park,520,1    ,1,2021-03-11, Manjari Budruk
964,Green County,1050,2    ,2,2021-03-11, Bhekrai Nagar
